id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
RPL14,0.17237,,,0.7124,,,,,0.97392,,,2.742e-07,,,,,,0.16559,,0.0005068
LONP1,0.66179,,,0.6374,,,,,0.86188,,,3.4824e-05,,,,,,0.7515,,8.6904e-05
CDC5L,0.32072,,,0.93102,0.14733,,0.086028,0.35549,0.88769,,0.95417,0.00011709,0.00061048,0.8705,0.0048789,,0.012284,0.047232,,0.0013907
MCM2,0.8822,,,0.20603,0.083259,,0.034093,0.13129,0.68994,,0.48542,0.00022073,0.009594,0.097096,0.016185,,0.0085517,0.071084,,5.435e-05
CENPK,0.8427,,,0.044655,,,,,0.29629,,,0.0014294,,,,,,0.90074,,0.00012277
MCM6,0.028992,,,0.68855,,,,,1.0,,,3.7018e-05,,,,,,0.65361,,0.00020057
MED20,,,,0.79427,,,,,0.7757,,,1.1791e-05,,,,,,0.5699,,5.0487e-05
CYFIP1,0.87346,,,0.86771,,,,,0.94696,,,0.00010118,,,,,,0.82959,,0.00073137
SMU1,0.30108,3.1332e-06,,0.27613,,,,,0.35503,3.1332e-06,,1.371e-06,,,,0.03131,,0.43266,0.22878,3.0347e-06
ALG2,,,,0.74992,,,,,0.51876,,,7.4035e-06,,,,,,0.66041,,0.00078269
HMGCR,0.69584,,,0.95533,,,,,0.99978,,,0.0031487,,,,,,0.38629,,0.00097746
STIL,0.66585,,,0.25831,,,,,0.98678,,,0.00018838,,,,,,0.016282,,0.00082076
BUB1B,0.99207,0.0049223,,0.16029,,,,,0.86037,0.00074884,,1.9194e-06,,,,0.60592,,0.25288,0.75321,0.041948
SPC24,0.98304,,,0.52952,0.84178,,0.033646,0.82713,0.71317,,0.97744,0.019638,0.094059,0.79357,0.015977,,0.0030326,0.44985,,0.00010401
SETD1A,0.39268,,0.075147,0.5069,,0.25252,,,0.59117,,,0.00032384,,,,,,0.46263,,0.010335
NUBP1,0.59401,,,0.98238,,,,,0.99366,,,4.1405e-05,,,,,,0.53889,,1.8484e-05
CENATAC,0.073533,,,0.85539,,,,,0.59395,,,8.2261e-07,,,,,,0.61663,,0.0003341
EIF3A,0.87308,0.00052951,,0.65569,,,,,0.83326,0.0015196,,9.5972e-06,,,,0.6337,,0.21864,0.8976,0.00043728
CWC22,0.61428,0.12877,,0.12911,,,,,0.74496,0.47622,,0.00041816,,,,0.47022,,0.3132,0.91391,0.010369
CDK4,0.33676,,,0.28472,0.98466,,0.64535,0.97774,0.71197,,0.30772,1.371e-06,0.96888,0.98451,0.047305,,0.99618,1.0,,5.6005e-05
SF1,0.82461,,,0.15971,,,,,0.71782,,,0.0001105,,,,,,0.23546,,0.0019872
PSMA1,0.75753,,,0.44888,,,,,0.84864,,,2.4678e-06,,,,,,0.62181,,6.8971e-06
TELO2,0.048805,,,0.39161,0.024057,,0.214,0.29435,0.9995,,0.040078,0.00043407,0.007976,0.5579,0.202,,0.0063679,0.14871,,9.1042e-06
CCT7,0.134,,,0.019106,0.69138,,0.089493,0.73566,0.85547,,0.81234,2.9888e-05,0.040982,0.97103,0.00060056,,0.0033601,0.25974,,4.5521e-05
PRC1,0.3803,,,0.081514,,,,,0.99875,,,0.0092558,,,,,,0.33946,,0.035536
EIF3M,0.40643,,,0.26725,,,,,0.98652,,,3.7018e-05,,,,,,0.31215,,9.4629e-05
NAT10,0.21122,,0.89159,0.35446,,0.311,,,0.89302,,,6.3341e-05,,,,,,0.38975,,0.00018898
RBBP5,0.31045,0.030859,,0.96557,,,,,0.96719,0.03178,,2.0017e-05,,,,0.84308,,0.96347,0.7196,1.3794e-06
UTP20,0.17899,,,0.42479,,,,,0.94246,,,0.00022293,,,,,,0.19948,,0.00049301
PSMG4,0.99682,,,0.90479,,,,,0.65876,,,0.0011739,,,,,,0.17865,,0.00089359
NOM1,0.78004,,,0.65531,,,,,0.79021,,,0.00043352,,,,,,0.026993,,0.0020087
CRNKL1,0.98435,0.024304,,0.98118,,,,,0.78738,0.35104,,0.00032877,,,,0.5978,,0.35075,0.53104,0.00037162
PDCD5,0.48332,,,0.80325,,,,,0.35365,,,9.9536e-05,,,,,,0.97616,,0.00021657
MOB4,,,,0.90724,,,,,0.99659,,,4.0857e-05,,,,,,0.018463,,0.00026182
ESPL1,0.34187,,,0.37242,,,,,0.57899,,,0.00085963,,,,,,0.2381,,2.345e-05
ACTR3,0.89444,,,0.80928,,,,,0.036052,,,4.1953e-05,,,,,,0.99853,,1.1863e-05
RABGGTB,0.93579,3.1332e-06,,0.84348,0.99434,,0.0026256,0.10094,0.34173,3.1332e-06,0.88922,7.4035e-06,0.085145,0.94697,4.9633e-06,0.092483,0.0041046,0.89301,0.63661,9.656e-06
KMT2A,0.072571,,0.84973,0.59819,,0.53538,,,0.99987,,,0.00021525,,,,,,0.98211,,0.0042522
TRAPPC11,0.39101,0.00036032,,0.99943,,,,,0.99458,0.00034779,,1.0146e-05,,,,0.71041,,0.14135,0.99598,8.58e-05
PPP1R12A,0.079574,,,0.4035,,,,,0.99957,,,0.00062711,,,,,,0.045341,,1.4622e-05
USP5,0.23223,,,0.080742,,,,,0.99972,,,0.0014108,,,,,,0.12126,,0.00042624
NOP14,0.76603,,,0.47205,,,,,0.99921,,,0.00016918,,,,,,0.048389,,0.00076779
UPF1,0.20552,,,0.023868,,,,,0.93255,,,0.00086676,,,,,,0.5618,,0.00014318
RPS5,0.99868,,,0.9967,0.80488,,0.0061296,0.71135,0.70524,,0.88023,8.2261e-07,4.4669e-05,0.83189,0.0012061,,4.9633e-06,0.82086,,1.1863e-05
NSMCE3,0.34657,,,0.0048805,0.085373,,0.0036579,0.04523,0.99926,,0.86379,0.0015649,0.0058219,0.23372,0.00088843,,0.078306,0.1052,,0.00061054
TIMM29,0.051762,,,0.85301,,,,,0.07357,,,4.0857e-05,,,,,,0.064194,,2.014e-05
WDR73,0.11082,,,0.32423,,,,,0.99994,,,0.0018512,,,,,,0.19255,,6.8971e-06
TIMELESS,0.40559,,,0.40124,0.31721,,0.33705,0.24142,0.36461,,0.20996,0.0012457,0.087686,0.91482,0.038629,,0.0046407,0.47437,,4.6901e-06
UTP3,0.11829,,,0.9178,,,,,0.90951,,,0.00011873,,,,,,0.44025,,0.00012553
PSMG2,0.0033765,,,0.89316,,,,,0.96686,,,0.0035414,,,,,,0.31548,,6.3454e-06
TUBD1,0.98332,,,0.78984,,,,,0.9234,,,0.046462,,,,,,0.033429,,0.052828
CIAO2B,0.54937,0.00010966,,0.070641,0.94587,,0.017575,0.38907,0.68105,9.0864e-05,0.88691,2.3307e-05,0.074772,0.61247,0.0015138,0.13557,0.0074002,0.48996,0.11019,0.00038265
NCAPG2,0.77627,,,0.32553,,,,,0.87145,,,1.4533e-05,,,,,,0.21755,,7.3662e-05
CHMP7,0.11444,0.0069652,,0.3539,,,,,0.88838,0.045347,,4.5792e-05,,,,0.66329,,0.93764,0.73649,0.00022209
C3orf38,0.33804,,,0.9787,,,,,0.99985,,,0.001804,,,,,,0.99844,,0.0048415
ELP1,0.93499,,,0.93868,,,,,0.99919,,,0.00062382,,,,,,0.17549,,0.0010773
COPG1,0.86248,,,0.10184,,,,,0.67979,,,0.001742,,,,,,0.21163,,0.0027867
POLR1C,0.085131,,,0.51385,0.26128,,0.0017719,0.12333,0.63563,,0.25181,3.8114e-05,0.0017421,0.49647,4.9633e-06,,0.00020349,0.12497,,0.00084118
ZNHIT3,0.97189,,,0.76524,,,,,0.96369,,,0.00012257,,,,,,0.13462,,4.1383e-06
EEF1G,0.49628,,,0.58672,,,,,0.98435,,,1.1791e-05,,,,,,0.059513,,0.002635
SKA2,0.55344,0.0074038,,0.23318,,,,,0.99999,0.0070529,,0.01831,,,,0.73763,,0.38542,0.89437,0.00099457
NDC80,0.57143,,,0.74034,,,,,0.71205,,,8.3084e-05,,,,,,0.73475,,0.00023919
PSMC5,0.27567,,,0.21501,,,,,0.83422,,,0.00017522,,,,,,0.97752,,8.5249e-05
GTPBP4,0.97841,,,0.69285,,,,,0.99549,,,1.1791e-05,,,,,,0.071188,,1.9036e-05
PCID2,0.98413,,,0.95322,,,,,0.79678,,,0.001543,,,,,,0.30785,,0.00012994
PRPF38B,0.37141,,,0.40911,,,,,0.40135,,,0.00047246,,,,,,0.18968,,6.8971e-06
PDCD7,0.41573,0.027995,,0.73673,,,,,0.98117,0.018245,,6.5535e-05,,,,0.98429,,0.086263,0.89712,0.00023699
YAE1,0.50059,,,0.29881,,,,,0.72705,,,1.5081e-05,,,,,,0.1551,,0.00020112
CPSF6,0.43378,,,0.33475,,,,,0.82152,,,0.00080205,,,,,,0.89686,,0.0004759
COPS5,0.20204,0.0014194,,0.62177,,,,,0.88262,0.00057338,,5.2099e-06,,,,0.091136,,0.016909,0.37319,0.0020987
WDHD1,0.67176,0.00054205,,0.94619,,,,,0.99752,0.00026006,,0.00022594,,,,0.15134,,0.19541,0.34922,2.7864e-05
METTL1,0.10492,,,0.61322,,,,,0.98242,,,0.00017412,,,,,,0.092529,,0.00013105
DYNC1H1,0.09783,,,0.082685,,,,,0.79978,,,0.0011892,,,,,,0.65322,,0.00015367
YEATS4,0.18832,,,0.68186,,,,,0.94676,,,0.00020319,,,,,,0.48533,,0.0011789
CENPN,0.66355,,,0.085768,,,,,0.4057,,,0.00011105,,,,,,0.69347,,0.0051246
MTG2,0.95472,0.18478,,0.99104,,,,,0.99974,0.087652,,0.05854,,,,0.70147,,0.20795,0.88389,0.0055522
RPP25L,0.4091,,,0.95841,,,,,0.74854,,,0.00011489,,,,,,0.054439,,0.00028665
RPTOR,0.60852,,,0.53887,,,,,0.74782,,,8.6923e-05,,,,,,0.79396,,0.00029051
TICRR,0.098226,,,0.92756,,,,,0.4392,,,6.8551e-06,,,,,,0.14441,,3.3382e-05
POLE2,0.6613,0.00029766,,0.95457,0.56502,,0.0057624,0.64302,0.85487,0.0032805,0.6654,9.5698e-05,0.0074102,0.96433,4.9633e-06,0.30047,0.0005807,0.060409,0.25106,0.064252
EIF2S3,0.30385,3.1332e-06,,0.52737,,,,,0.96484,3.1332e-06,,1.371e-06,,,,0.32341,,0.36393,0.83474,0.00055977
ORC6,0.24526,,,0.40428,,,,,0.99973,,,0.001351,,,,,,0.014171,,0.00048694
NOL7,0.24141,,,0.9978,,,,,0.86788,,,0.0035244,,,,,,0.62517,,0.00022374
HCFC1,0.1039,,,0.22748,,,,,0.99103,,,0.00033755,,,,,,0.30402,,0.00038596
HNRNPL,0.37274,0.014422,,0.28145,,,,,0.57442,0.022218,,0.00012915,,,,0.0081057,,0.23228,0.63952,0.041256
RPL28,0.99982,,,0.82572,,,,,0.99972,,,0.0053977,,,,,,0.0054977,,0.0023183
GNB1L,0.31208,,,0.45313,,,,,0.99821,,,0.00023006,,,,,,0.72431,,0.00034789
CLCC1,0.109,,,0.50478,,,,,0.024665,,,0.00035235,,,,,,0.98386,,0.0022046
INTS9,0.53915,,,0.19527,,,,,0.94321,,,3.4824e-05,,,,,,0.81077,,0.00010015
BIRC5,0.45431,0.0041641,,0.37233,,,,,0.9994,0.00016606,,0.00011709,,,,0.030991,,0.68568,0.82173,1.9036e-05
VPS35,0.11987,,,0.50488,,,,,0.99452,,,0.0028048,,,,,,0.64557,,0.004175
ISCU,0.18695,,,0.17815,,,,,0.62496,,,0.00094518,,,,,,,,9.2422e-05
FDX2,0.29796,,,0.539,,,,,0.97336,,,0.00018564,,,,,,0.20866,,0.0023823
METAP1,0.53875,0.0049536,,0.4424,,,,,0.99503,0.011571,,0.010997,,,,0.98511,,0.63873,0.72841,0.00056198
RPL18A,0.4654,,,0.66018,,,,,0.73105,,,0.00036716,,,,,,0.10557,,4.3314e-05
BUD23,0.3086,0.018903,,0.94024,,,,,0.92522,0.042515,,0.00010886,,,,0.67172,,0.019686,0.82229,0.0013792
EFL1,0.32793,0.18061,,0.93316,,,,,0.99925,0.33669,,0.0001308,,,,0.73131,,0.99332,0.8383,0.0011584
IMP3,0.19034,,,0.98631,0.25728,,0.025576,0.63487,0.99779,,0.96108,1.1242e-05,0.0033204,0.91083,8.4376e-05,,9.4302e-05,0.20306,,4.1383e-06
CENPM,0.48876,,,0.62636,,,,,0.19113,,,2.8243e-05,,,,,,0.57104,,0.00022705
RPL12,,0.00024752,,0.5153,,,,,0.82177,3.4465e-05,,5.2099e-06,,,,0.14364,,,0.39961,0.0001636
HSPA5,,,,0.39778,,,,,0.35488,,,1.371e-06,,,,,,0.039954,,5.2142e-05
XPO1,,,,0.38362,,,,,0.91274,,,0.00095725,,,,,,0.13721,,0.00031644
EXOSC7,0.31405,0.054415,,0.98367,,,,,0.96985,0.045347,,2.2759e-05,,,,0.56532,,0.97318,0.60916,0.00070985
TIMM50,0.69048,,,0.54755,,,,,0.6871,,,0.00097096,,,,,,0.64974,,0.00023588
FAU,0.54709,,,0.38352,,,,,0.49444,,,0.00011709,,,,,,0.15233,,0.00014263
DPAGT1,0.54527,,,0.92446,0.050154,,0.0021987,0.59817,0.99883,,0.85818,2.8243e-05,0.0070925,0.58595,4.9633e-06,,0.0062686,0.85129,,0.00065468
ATP6V1A,0.99431,,,0.43697,0.73969,,0.095359,0.57453,0.79977,,0.054948,0.00058872,0.10837,0.44197,0.0017818,,0.024722,0.01312,,2.014e-05
PHB2,0.99945,,,0.40099,0.4664,,0.0058616,0.95379,0.98944,,0.86341,0.00062656,0.0097528,0.97433,0.00081894,,0.00017371,0.26733,,1.3794e-06
SS18L2,0.49438,,,0.98795,,,,,0.84006,,,5.0179e-05,,,,,,0.36486,,0.0035377
TIMM10,0.99347,,,0.75402,,,,,0.48432,,,5.676e-05,,,,,,0.77305,,4.1383e-06
SNAPC3,0.014113,,,0.17151,,,,,0.90593,,,0.00010228,,,,,,0.14921,,0.00074241
RPN2,0.042519,1.5666e-05,,0.49844,,,,,0.36996,6.5798e-05,,0.0016943,,,,0.026936,,0.25987,0.76738,6.4281e-05
SF3B3,0.098639,3.1332e-06,,0.14134,0.87669,,7.4449e-05,0.92185,0.89308,1.5666e-05,0.99997,1.9194e-06,4.4669e-05,0.17703,5.4596e-05,0.15705,4.9633e-06,0.45964,0.47933,0.0012622
TLN1,0.29075,,,0.51941,,,,,0.86281,,,0.0010795,,,,,,0.74681,,0.00033355
ELOF1,0.98022,,,0.11031,,,,,1.0,,,0.86232,,,,,,0.99999,,0.0040403
HAUS5,0.14023,,,0.20417,,,,,0.77647,,,0.19709,,,,,,0.83709,,0.00029327
TBCD,0.79082,,,0.078323,,,,,0.69677,,,0.00034029,,,,,,0.45437,,0.0055478
TSEN15,0.25077,,,0.92787,,,,,0.37968,,,0.080144,,,,,,0.69566,,0.00019947
PAFAH1B1,0.33294,,,0.094001,,,,,0.97725,,,4.1405e-05,,,,,,0.49066,,4.0555e-05
CEBPZ,0.73985,,,0.42827,,,,,0.70777,,,0.00018015,,,,,,0.024337,,0.00011118
ELP3,0.31182,,0.97339,0.50056,,0.46166,,,0.99856,,,1.2339e-05,,,,,,0.96344,,9.2974e-05
YARS1,0.64398,3.1332e-06,,0.2908,,,,,0.3669,3.1332e-06,,4.6615e-06,,,,0.48928,,0.090925,0.86883,1.076e-05
PPIL2,0.74703,,,0.38002,,,,,0.8903,,,0.00017247,,,,,,0.074482,,0.001569
RPA3,0.99459,,0.047976,0.98825,0.57041,0.039334,0.084192,0.11698,0.11536,,0.66092,0.0011234,0.1586,0.4598,0.024921,,0.12079,0.24863,,0.00026071
INTS3,0.80645,0.00026006,,0.90358,0.60768,,0.0082936,0.16154,0.98342,0.00031019,0.83967,7.4035e-06,0.020146,0.25073,0.001623,0.48368,5.4596e-05,0.7478,0.43825,2.6761e-05
CCND1,0.67714,,,0.70314,,,,,0.31864,,,4.1131e-06,,,,,,1.0,,1.407e-05
EMC1,0.61607,,,0.58505,,,,,0.9991,,,0.050389,,,,,,0.70786,,0.006344
WDR3,0.287,,,0.16891,0.96955,,0.14752,0.92288,0.51249,,0.96561,0.00010228,0.89255,0.38772,0.067228,,0.0018215,0.10895,,0.00035782
KPNB1,,3.1332e-06,,0.46814,,,,,0.026123,3.1332e-06,,4.1131e-06,,,,0.057542,,0.88168,0.17643,6.0419e-05
CCNA2,0.62962,4.0732e-05,,0.41257,,,,,0.47286,0.00030392,,1.3984e-05,,,,0.26895,,0.084218,0.24915,7.8076e-05
GINS3,0.042607,,,0.3365,,,,,0.30035,,,5.2373e-05,,,,,,0.18141,,0.00033189
GLE1,0.80832,,,0.5999,,,,,0.7637,,,0.00013957,,,,,,0.71721,,8.1938e-05
COPB2,0.22118,0.00011593,,0.61541,,,,,0.42223,0.00027886,,3.0163e-06,,,,0.37546,,0.6468,0.96439,8.6352e-05
POLR2C,0.55189,,,0.50519,,,,,0.5204,,,1.9469e-05,,,,,,0.0041325,,1.9036e-05
LPAR1,0.29016,,,0.27282,,,,,0.66931,,,0.011573,,,,,,0.80106,,0.0016192
POP5,0.90207,,,0.76355,,,,,0.98177,,,6.8551e-06,,,,,,0.10801,,9.7388e-05
CSNK2B,0.31459,,,0.68488,,,,,0.79892,,,0.0001138,,,,,,0.96187,,0.0038715
TBCC,0.0089195,,,0.038101,,,,,0.69582,,,3.3179e-05,,,,,,0.51438,,0.00026513
WDR18,0.35818,3.1332e-06,,0.15483,,,,,0.99413,3.1332e-06,,2.3307e-05,,,,0.12698,,0.024092,0.6589,5.0487e-05
BUB3,,3.1332e-06,,0.71065,,,,,0.010861,3.1332e-06,,1.371e-06,,,,0.068552,,0.15961,0.48558,0.00014484
PSMA2,0.015605,,,0.98642,,,,,0.76973,,,5.4018e-05,,,,,,0.77922,,0.00036224
RPS13,0.87242,9.713e-05,,0.3383,,,,,0.95368,0.00044178,,0.00015493,,,,0.36492,,0.055718,0.58422,0.00012111
KIF11,,3.1332e-06,,0.657,0.65141,,0.008919,0.96577,0.78427,5.3265e-05,0.76812,3.4276e-05,0.024206,0.31757,3.4743e-05,0.52019,0.056497,0.42556,0.72901,9.3525e-05
TRMT112,0.72413,,,0.8017,,,,,0.41986,,,5.1276e-05,,,,,,0.28785,,0.0014034
CPSF2,0.69404,,,0.44676,,,,,0.99777,,,4.1405e-05,,,,,,0.12484,,0.00020995
SLC35A2,0.38758,,,0.1806,,,,,0.98572,,,0.062472,,,,,,0.27841,,0.005838
RANBP1,0.99198,,,0.26532,,,,,0.73816,,,0.0020815,,,,,,0.69763,,8.9111e-05
PDCD11,0.1284,,,0.42776,,,,,0.91868,,,1.9469e-05,,,,,,0.70059,,0.0014029
ABCE1,0.61589,,,0.35181,,,,,0.92042,,,5.2373e-05,,,,,,0.48052,,0.00020278
RCL1,0.44282,,,0.46215,,,,,0.96517,,,2.742e-07,,,,,,0.32991,,0.00024416
POLE,0.86226,,,0.79963,0.56227,,0.036118,0.82942,0.95264,,0.82525,1.9194e-06,0.038083,0.88007,0.00041195,,0.0095146,0.54974,,0.0023679
IPO13,0.23969,,,0.86595,,,,,0.31157,,,1.371e-06,,,,,,0.78186,,0.0040856
RPS19BP1,0.67587,,,0.72501,,,,,0.85092,,,0.00027283,,,,,,0.0042253,,0.011281
PI4KA,0.40473,,,0.96144,,,,,0.63574,,,9.7891e-05,,,,,,0.70937,,0.053531
WWTR1,0.8428,,,0.56527,,,,,0.23105,,,5.9502e-05,,,,,,0.84403,,0.00027947
SLMAP,0.078387,,,0.54191,,,,,0.88018,,,0.00021196,,,,,,0.90646,,0.00026457
CHMP4B,0.27084,,,0.61921,,,,,0.73662,,,0.0008185,,,,,,0.45066,,0.00027892
PRKAR1A,0.98867,,,0.76015,,,,,0.75995,,,0.00030601,,,,,,0.059646,,0.00024416
MRPL35,0.41586,0.53131,,0.69118,,,,,0.9911,0.42415,,0.057831,,,,0.94015,,0.0014484,0.92549,0.003482
RIOK2,0.67958,,,0.97904,,,,,0.95868,,,8.2261e-07,,,,,,0.29096,,3.89e-05
ACTR1A,,0.00020366,,0.48346,,,,,0.99969,0.0009431,,0.14391,,,,0.65832,,0.88177,0.34281,0.0045651
POLR2G,0.019194,,,0.096469,,,,,0.41078,,,5.1825e-05,,,,,,0.31222,,1.1311e-05
POLD1,0.95145,,,0.69625,0.79791,,0.13781,0.99076,0.53226,,0.69924,0.499,0.19986,0.93114,0.15499,,0.42261,0.071231,,0.00011615
GUK1,0.91089,,,0.55417,,,,,0.99986,,,0.011676,,,,,,0.11997,,4.1659e-05
EXOSC4,0.67426,0.0019332,,0.44822,,,,,0.85518,0.0024345,,7.7052e-05,,,,0.67375,,0.44302,0.95922,0.0017913
SLU7,0.25999,1.5666e-05,,0.19291,,,,,0.58324,0.0001222,,7.76e-05,,,,0.30391,,0.050827,0.71637,0.00047039
LSM3,0.81514,,,0.94461,,,,,0.95272,,,5.4018e-05,,,,,,0.2032,,0.00030485
SEC13,0.30126,,,0.013325,,,,,0.498,,,0.010831,,,,,,0.15709,,2.1243e-05
CPSF1,0.9923,,,0.90514,,,,,0.96769,,,2.742e-07,,,,,,0.31605,,0.0052062
WDR70,0.27531,,,0.071389,,,,,0.092209,,,5.9502e-05,,,,,,0.60321,,7.5317e-05
NCAPG,0.98519,2.8199e-05,,0.21584,,,,,0.98996,3.4465e-05,,5.2099e-06,,,,0.083228,,0.20146,0.24385,0.0012854
THG1L,0.87541,0.17575,,0.83687,,,,,0.99979,0.19429,,5.347e-05,,,,0.20341,,0.64014,0.46758,2.952e-05
DYNLRB1,0.076653,0.19273,,0.88153,,,,,0.99572,0.12187,,1.371e-06,,,,0.46178,,0.38153,0.96794,8.58e-05
MATR3,0.18375,0.00021619,,0.25145,,,,,0.99898,0.01159,,0.0068263,,,,0.56838,,0.8494,0.85926,0.01077
ANAPC2,0.21579,,,0.68248,,,,,0.99889,,,0.00011215,,,,,,0.062766,,8.9111e-05
RACK1,0.1239,,,0.96302,,,,,1.0,,,7.2116e-05,,,,,,0.81498,,0.00019615
ACTR10,0.47085,,,0.67549,,,,,0.76233,,,1.9194e-06,,,,,,0.1047,,0.0074873
RRP9,0.49909,,,0.49303,,,,,0.99098,,,0.00027393,,,,,,0.12149,,0.0038803
DNAJC9,0.48029,3.1332e-06,,0.00057888,,,,,0.95889,3.1332e-06,,1.371e-06,,,,0.4429,,0.036635,0.099383,6.2626e-05
DDX42,,,,0.65354,,,,,0.99527,,,0.011566,,,,,,0.32778,,0.00021105
PAK1IP1,0.65387,0.0016387,,0.842,,,,,0.99521,0.0018893,,6.2793e-05,,,,0.71267,,0.20588,0.98647,0.0003341
SSU72,0.42374,,,0.74611,,,,,0.80158,,,2.742e-07,,,,,,0.44536,,4.1383e-06
SYS1,0.44746,5.3265e-05,,0.85635,,,,,0.038399,0.0019332,,1.371e-06,,,,0.079549,,0.4101,0.52545,0.0025141
TRIM43,0.74802,,,0.61383,,,,,0.90303,,,0.0027944,,,,,,0.52048,,0.014823
YKT6,0.7135,,,0.66558,,,,,0.74287,,,3.4276e-05,,,,,,0.049491,,0.00046432
SOD1,,3.1332e-06,,0.99862,,,,,0.9797,3.1332e-06,,0.0018133,,,,0.2695,,,0.55794,1.6829e-05
THOC7,0.85176,,,0.58511,,,,,0.90605,,,1.2065e-05,,,,,,0.44205,,0.001383
HAUS4,0.64856,,,0.41199,,,,,0.9998,,,0.0025235,,,,,,0.54071,,0.00097526
ALG6,0.013711,,,0.6385,,,,,0.84322,,,0.028433,,,,,,0.68707,,0.0012594
EXOSC6,0.010495,,,0.049694,,,,,0.99374,,,0.00024486,,,,,,0.41771,,0.000349
CSE1L,0.0024925,0.0017389,,0.022929,,,,,0.36038,0.0049286,,1.1791e-05,,,,0.038354,,0.49326,0.6892,2.6761e-05
TIMM23,0.84119,,,0.31919,,,,,0.98039,,,2.2759e-05,,,,,,0.33423,,0.00022871
GGPS1,0.29023,,,0.86548,,,,,0.97912,,,1.1517e-05,,,,,,,,0.00174
NR2C2AP,0.66236,,,0.83618,,,,,0.73317,,,0.00059969,,,,,,0.18442,,0.00018071
EIF3B,0.99431,,,0.98168,,,,,0.93836,,,2.4953e-05,,,,,,0.46022,,0.00020885
SMC3,0.90685,,,0.9519,,,,,0.66044,,,3.8114e-05,,,,,,0.10267,,0.0016297
RAN,0.4737,4.6998e-05,,0.0068095,,,,,0.28148,4.0732e-05,,4.1131e-06,,,,0.5172,,,0.78017,0.0002894
CTR9,0.23736,,,0.88741,,,,,0.17214,,,2.934e-05,,,,,,0.44818,,0.0023293
PTPN1,0.35379,,,0.38383,,,,,0.59175,,,0.027311,,,,,,0.99055,,0.0047124
CRKL,0.63423,,,0.69936,,,,,0.22434,,,0.0038249,,,,,,0.38192,,0.00027837
TSG101,0.29161,,,0.71748,,,,,0.47983,,,0.0038956,,,,,,0.25182,,0.00058791
SGF29,0.41246,,,0.0458,,,,,0.79034,,,0.00045929,,,,,,0.64862,,0.0071667
IPO7,0.031223,,,0.63136,,,,,0.51326,,,0.00038252,,,,,,0.9276,,0.0042605
RTF1,0.69306,,,0.75529,,,,,0.47905,,,0.0006633,,,,,,0.082075,,0.0058391
DOCK7,0.30235,,,0.53416,,,,,0.63965,,,0.0076583,,,,,,0.9984,,0.0004119
NHLRC2,0.34702,,,0.93764,,,,,0.96142,,,0.066373,,,,,,0.54847,,0.0011022
GGNBP2,0.18059,,,0.65681,,,,,0.62022,,,0.0013252,,,,,,0.99925,,0.00049246
PPA1,0.54503,,,0.34932,,,,,0.78705,,,0.0037015,,,,,,0.41396,,0.00053108
YJU2B,0.98047,,,0.80935,,,,,0.67282,,,0.31767,,,,,,0.019775,,0.014499
NOL9,0.61044,6.5798e-05,,0.48495,,,,,0.774,0.00052951,,4.2502e-05,,,,0.47461,,0.65622,0.51127,0.0017775
SPCS2,0.16237,,,0.72426,,,,,0.82145,,,0.0010269,,,,,,0.8422,,0.038405
RPS23,0.48524,,,0.6354,,,,,0.61508,,,0.00018043,,,,,,0.34285,,0.0023006
FOXM1,0.49441,0.13572,,0.29352,,,,,0.9779,0.033798,,0.0076978,,,,0.67076,,1.4647e-05,0.41304,0.19624
PMPCA,0.43165,,,0.25236,,,,,0.58726,,,7.4035e-06,,,,,,0.67366,,0.00015312
WDR43,0.19497,,,0.57445,0.69446,,0.00027298,0.64466,0.67838,,0.51155,1.9194e-06,0.004591,0.75054,3.4743e-05,,0.00047151,0.61185,,6.5385e-05
DNM1L,0.75925,0.043969,,0.98115,,,,,0.33837,0.12424,,0.093409,,,,0.043098,,0.24954,0.8833,0.77275
DOHH,0.42965,,,0.98454,,,,,0.99686,,,7.0471e-05,,,,,,0.25224,,0.0021572
