id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
SF1,0.856386,,,0.989391,,,,,0.999991,,,0.00353,,,,,,1.0,,0.046734
PSMA1,0.999956,,,0.999227,,,,,0.347681,,,0.000512,,,,,,1.0,,0.001695
TELO2,0.939282,,,0.994214,0.211726,,0.575676,0.987336,0.002298,,0.984785,0.009018,0.053173,0.999995,0.693434,,0.036615,0.974263,,0.002122
CCT7,0.975311,,,0.977409,0.865225,,0.299203,0.763433,0.999991,,0.546663,0.001867,0.176183,0.964214,0.007466,,0.023779,1.0,,0.004777
PRC1,0.998139,,,0.980903,,,,,0.210715,,,0.104767,,,,,,1.0,,0.381831
EIF3M,0.999956,,,0.99114,,,,,0.648651,,,0.002069,,,,,,1.0,,0.007351
NAT10,0.830569,,0.997595,0.994214,,0.884917,,,0.146342,,,0.002541,,,,,,0.944005,,0.010695
RBBP5,0.998085,0.145692,,0.982957,,,,,0.517075,0.151244,,0.001446,,,,0.999997,,0.930783,0.918821,0.000806
UTP20,0.975311,,,0.994214,,,,,0.054545,,,0.005637,,,,,,1.0,,0.018664
PSMG4,0.785156,,,0.98936,,,,,0.462802,,,0.019788,,,,,,0.98721,,0.027504
NOM1,0.988866,,,0.999227,,,,,0.999991,,,0.009017,,,,,,0.744904,,0.047117
CRNKL1,0.785156,0.119258,,0.958304,,,,,0.976876,0.999349,,0.007401,,,,0.936638,,1.0,0.602723,0.01569
PDCD5,0.99971,,,0.999227,,,,,0.999759,,,0.003309,,,,,,0.27014,,0.011497
MOB4,,,,0.999227,,,,,0.363951,,,0.002092,,,,,,0.67483,,0.012766
ESPL1,0.994057,,,0.994214,,,,,0.999991,,,0.015551,,,,,,0.318344,,0.003262
ACTR3,0.678639,,,0.897317,,,,,0.818435,,,0.002092,,,,,,0.493114,,0.002339
RABGGTB,0.990761,9.7e-05,,0.985696,0.848106,,0.034183,0.478675,0.999991,0.000124,0.999995,0.00081,0.298782,0.999995,0.000176,0.994039,0.026973,0.880624,0.499021,0.002221
KMT2A,0.959754,,0.997595,0.999227,,0.951861,,,0.069853,,,0.00552,,,,,,0.969581,,0.079647
TRAPPC11,0.998867,0.004009,,0.583522,,,,,0.401886,0.00426,,0.001018,,,,0.713421,,0.970201,0.294134,0.007047
PPP1R12A,0.965792,,,0.98936,,,,,0.124436,,,0.012083,,,,,,0.834958,,0.002547
USP5,0.981295,,,0.980903,,,,,0.101269,,,0.023131,,,,,,0.95641,,0.01681
NOP14,0.98569,,,0.998528,,,,,0.168891,,,0.004628,,,,,,0.844165,,0.024602
UPF1,0.981003,,,0.977409,,,,,0.903204,,,0.015664,,,,,,1.0,,0.009015
RPS5,0.679415,,,0.810069,0.803635,,0.052215,0.999995,0.955266,,0.03435,0.000399,0.002568,0.999995,0.012329,,0.000457,0.965661,,0.002339
NSMCE3,0.990958,,,0.947212,0.46752,,0.039131,0.288971,0.167181,,0.999965,0.025198,0.047064,0.943063,0.009504,,0.272883,1.0,,0.021231
TIMM29,0.94463,,,0.955118,,,,,0.855581,,,0.002092,,,,,,0.890323,,0.003037
WDR73,0.969001,,,0.99114,,,,,0.000381,,,0.028516,,,,,,0.9973,,0.001695
TIMELESS,0.999272,,,0.994214,0.999995,,0.824699,0.874429,0.742195,,0.909552,0.020728,0.298782,0.999995,0.191069,,0.029243,1.0,,0.001357
UTP3,0.969001,,,0.890986,,,,,0.999991,,,0.003583,,,,,,1.0,,0.008348
PSMG2,0.877537,,,0.999227,,,,,0.100428,,,0.048843,,,,,,1.0,,0.001695
TUBD1,0.785156,,,0.999227,,,,,0.963031,,,0.381975,,,,,,0.767714,,0.510266
CIAO2B,0.99971,0.001619,,0.980903,0.841749,,0.103647,0.999995,0.285351,0.001527,0.999995,0.0016,0.272976,0.999995,0.01477,0.999997,0.040525,1.0,0.955175,0.015807
NCAPG2,0.785156,,,0.99114,,,,,0.344679,,,0.001187,,,,,,1.0,,0.006385
CHMP7,0.969001,0.043327,,0.999227,,,,,0.783955,0.195761,,0.00224,,,,0.935357,,0.854754,0.843513,0.011687
C3orf38,0.993767,,,0.9624,,,,,0.017985,,,0.028005,,,,,,0.372992,,0.087577
ELP1,0.99971,,,0.999227,,,,,0.171417,,,0.012056,,,,,,0.984898,,0.03108
COPG1,0.99971,,,0.980903,,,,,0.923347,,,0.027324,,,,,,1.0,,0.059177
POLR1C,0.967474,,,0.999227,0.978338,,0.030465,0.550805,0.538545,,0.999965,0.002092,0.023402,0.999995,0.000176,,0.00407,0.959394,,0.026205
ZNHIT3,0.856386,,,0.98715,,,,,0.624573,,,0.003658,,,,,,0.968441,,0.001259
EEF1G,0.999956,,,0.998528,,,,,0.570053,,,0.00107,,,,,,0.884335,,0.057104
SKA2,0.975881,0.045875,,0.999227,,,,,0.002599,0.047826,,0.182736,,,,0.999997,,1.0,0.907789,0.029233
NDC80,0.99971,,,0.999227,,,,,0.783111,,,0.002994,,,,,,1.0,,0.012204
PSMC5,0.987882,,,0.99114,,,,,0.999991,,,0.004707,,,,,,0.747204,,0.007047
GTPBP4,0.830569,,,0.999227,,,,,0.334723,,,0.00107,,,,,,0.897145,,0.003037
PCID2,0.785156,,,0.98936,,,,,0.964735,,,0.024925,,,,,,0.897499,,0.008479
PRPF38B,0.992564,,,0.994214,,,,,1.0,,,0.009595,,,,,,0.994219,,0.001695
PDCD7,0.999956,0.134038,,0.999227,,,,,0.728371,0.098722,,0.002606,,,,0.649364,,0.929513,0.999997,0.012185
YAE1,0.999956,,,0.99114,,,,,0.498901,,,0.001221,,,,,,0.976039,,0.011036
CPSF6,0.973541,,,0.99114,,,,,0.999991,,,0.014761,,,,,,1.0,,0.018247
COPS5,0.981003,0.012459,,0.999979,,,,,0.204803,0.006335,,0.000702,,,,0.986267,,0.658448,0.999997,0.048756
WDHD1,0.999956,0.005525,,0.890986,,,,,0.268705,0.003453,,0.005705,,,,0.999997,,0.9973,0.999997,0.00365
METTL1,0.969001,,,0.999227,,,,,0.713644,,,0.004706,,,,,,0.933417,,0.00852
DYNC1H1,0.969001,,,0.980903,,,,,0.37853,,,0.019972,,,,,,1.0,,0.009347
YEATS4,0.979467,,,0.999979,,,,,0.400322,,,0.005263,,,,,,1.0,,0.03312
CENPN,0.99971,,,0.982957,,,,,0.999991,,,0.00353,,,,,,1.0,,0.090865
MTG2,0.939282,0.617242,,0.87016,,,,,0.100219,0.337781,,0.463343,,,,0.999997,,1.0,0.999997,0.095981
RPP25L,0.999956,,,0.98936,,,,,1.0,,,0.00354,,,,,,0.869459,,0.013472
RPTOR,0.664035,,,0.998528,,,,,0.842149,,,0.003065,,,,,,1.0,,0.013505
TICRR,0.969001,,,0.999227,,,,,0.999991,,,0.000793,,,,,,0.970705,,0.004189
POLE2,0.99971,0.003484,,0.890986,0.999995,,0.051908,0.999995,0.99696,0.025533,0.999995,0.003242,0.052171,0.923482,0.000176,0.999997,0.00763,0.884335,0.999997,0.589134
EIF2S3,0.785156,9.7e-05,,0.991175,,,,,0.610523,0.000124,,0.000399,,,,0.659496,,1.0,0.31692,0.020292
ORC6,0.982852,,,0.999227,,,,,0.100778,,,0.022255,,,,,,0.619138,,0.018591
NOL7,0.982821,,,0.758286,,,,,0.999991,,,0.048646,,,,,,1.0,,0.011705
HCFC1,0.969001,,,0.99114,,,,,0.544667,,,0.007524,,,,,,0.893173,,0.015848
HNRNPL,0.96838,0.078306,,0.99114,,,,,0.999991,0.114719,,0.003822,,,,0.376674,,1.0,0.405577,0.425706
RPL28,0.585534,,,0.999227,,,,,0.101269,,,0.068724,,,,,,0.453826,,0.052064
GNB1L,0.987882,,,0.997062,,,,,0.227519,,,0.005769,,,,,,0.773182,,0.015125
CLCC1,0.969001,,,0.999227,,,,,0.794268,,,0.007767,,,,,,0.58144,,0.050266
INTS9,0.999956,,,0.999227,,,,,0.52427,,,0.002035,,,,,,1.0,,0.007582
BIRC5,0.999956,0.029112,,0.999227,,,,,0.127739,0.002452,,0.003547,,,,0.716961,,0.678689,0.999997,0.003037
VPS35,0.969001,,,0.999227,,,,,0.402575,,,0.040158,,,,,,1.0,,0.078859
ISCU,0.979467,,,0.99114,,,,,1.0,,,0.016779,,,,,,,,0.007274
FDX2,0.987882,,,0.999227,,,,,0.606866,,,0.004929,,,,,,1.0,,0.053169
METAP1,0.939282,0.033591,,0.999227,,,,,0.031652,0.070779,,0.121135,,,,0.999997,,1.0,0.5941,0.020331
RPL18A,0.999956,,,0.999979,,,,,0.999991,,,0.008025,,,,,,0.952114,,0.004599
BUD23,0.990958,0.097284,,0.87016,,,,,0.082864,0.187884,,0.003503,,,,0.781565,,0.692807,0.823784,0.036447
EFL1,0.992322,0.605884,,0.999227,,,,,0.168135,0.970758,,0.003827,,,,0.999997,,0.642088,0.767275,0.032684
IMP3,0.979467,,,0.890986,0.978338,,0.129284,0.999995,0.286256,,0.248858,0.00107,0.031821,0.999995,0.001617,,0.002552,1.0,,0.001259
CENPM,0.99971,,,0.999227,,,,,0.948604,,,0.001795,,,,,,0.978146,,0.011844
RPL12,,0.003055,,0.999227,,,,,0.99696,0.000778,,0.000702,,,,0.969722,,,0.999997,0.009818
HSPA5,,,,0.994214,,,,,0.618344,,,0.000399,,,,,,0.802352,,0.005256
XPO1,,,,0.994214,,,,,0.846564,,,0.016966,,,,,,0.9688,,0.014303
EXOSC7,0.987882,0.231116,,0.477202,,,,,0.344522,0.195761,,0.001593,,,,0.999997,,0.767582,0.999997,0.023545
TIMM50,0.99971,,,0.999227,,,,,0.999991,,,0.017129,,,,,,1.0,,0.012163
FAU,0.99971,,,0.994214,,,,,1.0,,,0.003547,,,,,,0.975423,,0.009012
DPAGT1,0.999956,,,0.972954,0.31102,,0.030649,0.999995,0.189608,,0.999995,0.001795,0.052171,0.999995,0.000176,,0.036501,0.978146,,0.022207
ATP6V1A,0.728844,,,0.999227,0.999995,,0.308911,0.999995,0.999991,,0.528777,0.011528,0.341922,0.999995,0.016071,,0.106282,0.613202,,0.003037
PHB2,0.678639,,,0.994214,0.778812,,0.051908,0.999995,0.389692,,0.173568,0.012083,0.05903,0.999995,0.009188,,0.003805,1.0,,0.000806
SS18L2,0.999956,,,0.890986,,,,,0.944902,,,0.002386,,,,,,1.0,,0.070354
TIMM10,0.749625,,,0.999979,,,,,0.862847,,,0.0024,,,,,,1.0,,0.001259
SNAPC3,0.911956,,,0.999227,,,,,0.999991,,,0.003351,,,,,,0.725546,,0.024195
RPN2,0.94463,0.000399,,0.998528,,,,,0.537614,0.001195,,0.026856,,,,0.675546,,1.0,0.999997,0.005731
SF3B3,0.9835,9.7e-05,,0.981996,0.848106,,0.004795,0.537013,0.999991,0.000538,0.008181,0.000423,0.002568,0.798348,0.001322,0.999997,0.000457,0.403908,0.999997,0.03448
TLN1,0.98551,,,0.999227,,,,,0.999991,,,0.018607,,,,,,1.0,,0.01473
ELOF1,0.856386,,,0.980903,,,,,0.000381,,,0.96998,,,,,,0.056256,,0.07721
HAUS5,0.975311,,,0.99114,,,,,0.4966,,,1.0,,,,,,0.492358,,0.013598
TBCD,0.992564,,,0.980903,,,,,0.9353,,,0.007557,,,,,,1.0,,0.095981
TSEN15,0.98388,,,0.999227,,,,,0.999991,,,0.593879,,,,,,1.0,,0.011036
PAFAH1B1,0.945323,,,0.980903,,,,,0.636762,,,0.002092,,,,,,1.0,,0.004492
CEBPZ,0.995623,,,0.98936,,,,,0.999991,,,0.004818,,,,,,0.736395,,0.007917
ELP3,0.987882,,0.9034,0.998528,,0.552819,,,0.083162,,,0.001087,,,,,,0.796648,,0.007285
YARS1,0.785156,9.7e-05,,0.810069,,,,,1.0,0.000124,,0.000679,,,,0.999997,,0.929513,0.999997,0.002339
PPIL2,0.994243,,,0.994214,,,,,0.469344,,,0.004675,,,,,,0.904538,,0.039991
RPA3,0.718791,,0.749667,0.890986,0.999995,0.70271,0.293396,0.527554,0.897269,,0.999965,0.019152,0.455979,0.999995,0.13991,,0.39407,1.0,,0.012747
INTS3,0.997052,0.003113,,0.941295,0.884893,,0.065777,0.670252,0.699775,0.003859,0.165605,0.00081,0.101837,0.971663,0.014932,0.999997,0.001932,1.0,0.999997,0.003584
CCND1,0.98551,,,0.996812,,,,,0.723499,,,0.000635,,,,,,0.00495,,0.002547
EMC1,0.99971,,,0.999227,,,,,0.183623,,,0.408683,,,,,,1.0,,0.105698
WDR3,0.987882,,,0.99114,0.59467,,0.43758,0.853762,0.298502,,0.775594,0.003351,0.999995,0.999995,0.278601,,0.015401,0.952114,,0.015251
KPNB1,,9.7e-05,,0.99908,,,,,0.794268,0.000124,,0.000635,,,,0.892098,,1.0,0.999997,0.005611
CCNA2,0.99971,0.000785,,0.994214,,,,,0.971364,0.003859,,0.00118,,,,0.999997,,0.928057,0.999997,0.006608
GINS3,0.94463,,,0.999227,,,,,0.988665,,,0.002386,,,,,,0.98721,,0.01473
GLE1,0.830484,,,0.999227,,,,,1.0,,,0.003981,,,,,,1.0,,0.006903
COPB2,0.945323,0.001665,,0.999979,,,,,0.340634,0.003611,,0.000586,,,,0.973409,,1.0,0.755244,0.007047
POLR2C,0.99971,,,0.87016,,,,,0.845261,,,0.001446,,,,,,0.400134,,0.003037
LPAR1,0.987882,,,0.99114,,,,,0.999991,,,0.125309,,,,,,1.0,,0.040876
POP5,0.96838,,,0.667604,,,,,0.723499,,,0.000793,,,,,,0.952114,,0.007436
CSNK2B,0.987882,,,0.999227,,,,,0.723665,,,0.00353,,,,,,0.869814,,0.074709
TBCC,0.877537,,,0.977409,,,,,0.999991,,,0.002029,,,,,,1.0,,0.012789
WDR18,0.958212,9.7e-05,,0.989391,,,,,0.350906,0.000124,,0.0016,,,,0.865752,,0.734139,0.999997,0.005147
BUB3,,9.7e-05,,0.845358,,,,,0.742631,0.000124,,0.000399,,,,0.939068,,0.97813,0.215815,0.009087
PSMA2,0.911956,,,0.87016,,,,,0.831886,,,0.002386,,,,,,1.0,,0.015366
RPS13,0.962555,0.001462,,0.999227,,,,,0.680045,0.005244,,0.004323,,,,0.999997,,0.872805,0.999997,0.008263
KIF11,,9.7e-05,,0.982062,0.999995,,0.068379,0.999995,0.999991,0.001079,0.002283,0.002029,0.113619,0.999995,0.000888,0.999997,0.211289,0.978146,0.822607,0.007297
TRMT112,0.997052,,,0.9624,,,,,1.0,,,0.002386,,,,,,1.0,,0.036817
CPSF2,0.718791,,,0.999227,,,,,0.286459,,,0.002092,,,,,,0.959394,,0.011246
SLC35A2,0.998867,,,0.99114,,,,,0.620718,,,0.489313,,,,,,1.0,,0.099409
RANBP1,0.798722,,,0.798201,,,,,0.993116,,,0.031368,,,,,,0.747204,,0.007075
PDCD11,0.970994,,,0.994302,,,,,0.535102,,,0.001446,,,,,,1.0,,0.036817
ABCE1,0.99971,,,0.72367,,,,,0.999991,,,0.002386,,,,,,1.0,,0.01106
RCL1,0.999956,,,0.997076,,,,,0.846503,,,0.000381,,,,,,1.0,,0.012204
POLE,0.96838,,,0.999979,0.999995,,0.161302,0.999995,0.069853,,0.291265,0.000423,0.166841,0.999995,0.005881,,0.049177,1.0,,0.05298
IPO13,0.785156,,,0.999227,,,,,0.990549,,,0.000399,,,,,,1.0,,0.077661
RPS19BP1,0.999956,,,0.999227,,,,,0.999991,,,0.006533,,,,,,0.404229,,0.164841
PI4KA,0.999272,,,0.982957,,,,,0.999991,,,0.003267,,,,,,1.0,,0.515045
WWTR1,0.916724,,,0.998528,,,,,0.969447,,,0.002447,,,,,,1.0,,0.013197
SLMAP,0.965439,,,0.999227,,,,,0.953006,,,0.005459,,,,,,0.978778,,0.012789
CHMP4B,0.99971,,,0.999979,,,,,0.227926,,,0.015048,,,,,,0.99392,,0.013197
PRKAR1A,0.785156,,,0.999227,,,,,1.0,,,0.007047,,,,,,0.884335,,0.012204
MRPL35,0.999956,0.999997,,0.999227,,,,,0.543862,0.999997,,0.458535,,,,0.999997,,0.231657,0.999997,0.069654
RIOK2,0.99971,,,0.890986,,,,,0.539821,,,0.000399,,,,,,1.0,,0.004418
ACTR1A,,0.002682,,0.999227,,,,,0.052668,0.009031,,0.874772,,,,0.999997,,1.0,0.999997,0.083759
POLR2G,0.937921,,,0.980903,,,,,1.0,,,0.002386,,,,,,1.0,,0.002339
POLD1,0.948534,,,0.999227,0.999995,,0.425439,0.602219,0.999991,,0.002283,0.432172,0.547225,0.999995,0.548419,,0.996921,0.897145,,0.00811
GUK1,0.969064,,,0.98936,,,,,0.072833,,,0.126307,,,,,,0.95641,,0.00453
EXOSC4,0.999956,0.015909,,0.996006,,,,,0.989436,0.01993,,0.002822,,,,0.954661,,1.0,0.951509,0.043555
SLU7,0.987528,0.000399,,0.99114,,,,,1.0,0.001856,,0.00283,,,,0.999997,,0.853438,0.999997,0.018134
LSM3,0.999956,,,0.999227,,,,,0.343392,,,0.002386,,,,,,1.0,,0.013955
SEC13,0.785156,,,0.969912,,,,,0.999991,,,0.119596,,,,,,1.0,,0.003124
CPSF1,0.856386,,,0.996812,,,,,0.783955,,,0.000381,,,,,,1.0,,0.09195
WDR70,0.982936,,,0.980903,,,,,0.885861,,,0.002447,,,,,,1.0,,0.006466
NCAPG,0.856386,0.000579,,0.99114,,,,,0.520369,0.000778,,0.000702,,,,0.974306,,1.0,0.999997,0.034631
THG1L,0.939282,0.594897,,0.999227,,,,,0.043729,0.631636,,0.002386,,,,0.969722,,1.0,0.999997,0.003784
DYNLRB1,0.962764,0.641073,,0.982957,,,,,0.217488,0.43367,,0.000399,,,,0.939392,,1.0,0.927416,0.007047
MATR3,0.977479,0.002777,,0.99114,,,,,0.19058,0.070779,,0.082713,,,,0.999997,,1.0,0.999997,0.158477
ANAPC2,0.981295,,,0.987712,,,,,0.111919,,,0.00353,,,,,,0.888474,,0.007075
RACK1,0.969623,,,0.978813,,,,,0.001937,,,0.002753,,,,,,0.969581,,0.010965
ACTR10,0.999956,,,0.999979,,,,,0.999991,,,0.000423,,,,,,0.950603,,0.120711
RRP9,0.999956,,,0.955118,,,,,0.545775,,,0.00655,,,,,,0.95641,,0.074709
DNAJC9,0.999956,9.7e-05,,0.604455,,,,,0.999991,0.000124,,0.000399,,,,0.863429,,0.788753,0.577186,0.005697
DDX42,,,,0.999227,,,,,0.244748,,,0.125309,,,,,,1.0,,0.011271
PAK1IP1,0.99971,0.014071,,0.999227,,,,,0.006004,0.016224,,0.00253,,,,0.999997,,1.0,0.7691,0.01473
SSU72,0.999956,,,0.982957,,,,,0.999991,,,0.000381,,,,,,0.944005,,0.001259
SYS1,0.945323,0.000905,,0.999227,,,,,0.818435,0.016511,,0.000399,,,,0.974306,,1.0,0.999997,0.055151
TRIM43,0.999956,,,0.999227,,,,,0.999991,,,0.040072,,,,,,1.0,,0.20319
YKT6,0.99971,,,0.999227,,,,,0.929994,,,0.002029,,,,,,0.848951,,0.017995
SOD1,,9.7e-05,,0.667604,,,,,0.332736,0.000124,,0.028094,,,,0.999997,,,0.999997,0.002876
THOC7,0.99971,,,0.998528,,,,,0.489128,,,0.001087,,,,,,1.0,,0.036495
HAUS4,0.999956,,,0.985696,,,,,0.015908,,,0.036831,,,,,,1.0,,0.028926
ALG6,0.911956,,,0.999227,,,,,1.0,,,0.259915,,,,,,0.990138,,0.03448
EXOSC6,0.877537,,,0.980903,,,,,0.475574,,,0.006039,,,,,,1.0,,0.015125
CSE1L,0.877537,0.014614,,0.977409,,,,,0.999991,0.035721,,0.00107,,,,0.761229,,1.0,0.692032,0.003584
TIMM23,0.97014,,,0.999227,,,,,0.43866,,,0.001593,,,,,,1.0,,0.011896
GGPS1,0.987882,,,0.999227,,,,,0.112324,,,0.00107,,,,,,,,0.04283
NR2C2AP,0.679415,,,0.999227,,,,,0.999991,,,0.01169,,,,,,0.989346,,0.010393
EIF3B,0.728844,,,0.955118,,,,,0.999991,,,0.001675,,,,,,1.0,,0.011246
SMC3,0.97085,,,0.999227,,,,,0.809547,,,0.002092,,,,,,0.948988,,0.041009
RAN,0.999956,0.000863,,0.958033,,,,,0.986752,0.000858,,0.000635,,,,0.954661,,,0.912162,0.013488
CTR9,0.982317,,,0.982957,,,,,0.937903,,,0.001839,,,,,,1.0,,0.052246
PTPN1,0.992564,,,0.994214,,,,,1.0,,,0.251307,,,,,,0.767582,,0.085847
CRKL,0.999956,,,0.999227,,,,,0.966977,,,0.052117,,,,,,0.95846,,0.013197
TSG101,0.987882,,,0.999227,,,,,1.0,,,0.052802,,,,,,1.0,,0.020971
SGF29,0.999956,,,0.980903,,,,,0.776802,,,0.009434,,,,,,1.0,,0.116908
IPO7,0.941116,,,0.999979,,,,,0.846564,,,0.008221,,,,,,1.0,,0.079719
RTF1,0.997052,,,0.87016,,,,,1.0,,,0.012616,,,,,,0.924914,,0.099409
DOCK7,0.987882,,,0.999227,,,,,0.975858,,,0.09025,,,,,,0.5572,,0.016461
NHLRC2,0.945323,,,0.999227,,,,,0.513765,,,0.512091,,,,,,1.0,,0.031593
GGNBP2,0.975311,,,0.999227,,,,,0.999991,,,0.02187,,,,,,0.360751,,0.018664
PPA1,0.99971,,,0.994214,,,,,0.874,,,0.050742,,,,,,1.0,,0.019488
YJU2B,0.90374,,,0.999227,,,,,1.0,,,1.0,,,,,,0.69306,,0.200702
NOL9,0.99971,0.001072,,0.958458,,,,,0.953006,0.006019,,0.002102,,,,0.973409,,1.0,0.999997,0.043337
SPCS2,0.975311,,,0.999979,,,,,0.999991,,,0.017895,,,,,,1.0,,0.402531
RPS23,0.999956,,,0.997387,,,,,0.999991,,,0.004819,,,,,,1.0,,0.051912
FOXM1,0.999956,0.488453,,0.99114,,,,,0.011281,0.156143,,0.090656,,,,0.999997,,0.006728,0.999997,1.0
PMPCA,0.999956,,,0.99114,,,,,0.610523,,,0.00081,,,,,,1.0,,0.009347
WDR43,0.99971,,,0.81435,0.8531,,0.010464,0.999995,0.999991,,0.999965,0.000423,0.040613,0.999995,0.000888,,0.007144,1.0,,0.005751
DNM1L,0.99971,0.193511,,0.958304,,,,,0.997447,0.440284,,0.66368,,,,0.801107,,1.0,0.855289,1.0
DOHH,0.999956,,,0.918771,,,,,0.286318,,,0.00273,,,,,,1.0,,0.049625
RNF113A,0.99971,0.038107,,0.977409,,,,,1.0,0.053213,,0.00583,,,,0.999997,,0.602984,0.10505,0.152353
EXOSC5,0.856386,,,0.87016,,,,,0.624573,,,0.000586,,,,,,0.938334,,0.01959
VPS25,0.937921,9.7e-05,,0.832494,,,,,0.401886,0.000124,,0.156213,,,,0.999997,,0.929513,0.999997,0.012204
CDK1,0.987882,9.7e-05,0.968297,0.962761,0.999995,0.776673,0.186322,0.119327,0.990549,0.000124,0.999995,0.002394,0.093146,0.999995,0.002452,0.594916,0.233532,0.884335,0.999997,0.011109
SLC25A28,0.94463,,,0.991175,,,,,0.249847,,,0.004388,,,,,,1.0,,0.014839
DGCR8,0.843212,,,0.980903,,,,,0.577635,,,0.004172,,,,,,1.0,,0.053337
GTF3C5,0.968814,,,0.999227,,,,,0.817585,,,0.023471,,,,,,0.726458,,0.061029
RPN1,0.99971,,,0.99114,,,,,1.0,,,0.000399,,,,,,1.0,,0.005731
ERCC6L,0.99971,,,0.999227,0.848922,,0.999995,0.999995,0.240105,,0.999995,0.489246,0.999955,0.999995,0.999995,,0.712976,0.008663,,0.004404
HAUS3,,,,0.997469,,,,,0.101269,,,0.145472,,,,,,0.920992,,0.450646
UQCRH,0.945323,,,0.980903,,,,,0.999991,,,0.006368,,,,,,0.63999,,0.03923
TUBG1,0.998139,,,0.809406,,,,,0.206231,,,0.218044,,,,,,0.949418,,0.006303
CDC123,0.916724,,,0.994214,,,,,0.121471,,,0.000399,,,,,,1.0,,0.005296
SCAP,0.974362,,,0.982957,,,,,0.133623,,,0.057611,,,,,,1.0,,0.000806
QARS1,0.99971,0.000681,,0.999227,,,,,0.849402,0.007863,,0.002804,,,,0.999997,,0.946458,0.012151,0.099409
VPS29,0.975311,,,0.999227,,,,,0.110046,,,0.005877,,,,,,1.0,,0.03312
KRR1,0.99971,,,0.999227,,,,,0.999991,,,0.003023,,,,,,1.0,,0.012204
HDAC3,0.948534,,0.964086,0.998528,,0.884917,,,0.68944,,,0.00321,,,,,,,,0.012204
MDN1,0.995162,,,0.999227,,,,,0.222687,,,0.058607,,,,,,0.868659,,0.007047
PCBP1,0.945323,,,0.994214,,,,,0.002599,,,0.006904,,,,,,1.0,,0.017267
NUF2,0.999956,,,0.978813,,,,,0.999991,,,0.002762,,,,,,1.0,,0.018923
GEMIN5,0.981295,0.04002,,0.82573,,,,,0.112324,0.058375,,0.000793,,,,0.999997,,1.0,0.999997,0.002547
TEDC1,0.939282,,,0.850525,,,,,0.999991,,,0.923077,,,,,,0.943561,,0.086272
ILF3,0.585534,,,0.999227,,,,,0.999991,,,0.009651,,,,,,1.0,,0.302331
SF3A1,0.969064,,,0.999227,,,,,0.683291,,,0.002386,,,,,,1.0,,0.348374
NSMCE1,0.937921,0.477049,,0.969912,0.580516,,0.179541,0.444102,0.135563,0.650641,0.471989,0.027563,0.028767,0.999995,0.485068,0.176843,0.054124,0.854754,0.999997,0.034143
SYNCRIP,0.999956,,,0.994511,,,,,0.731047,,,1.0,,,,,,0.074831,,0.326793
EIF2B1,0.999956,,,0.998528,,,,,0.943651,,,0.003847,,,,,,0.48717,,0.000806
SPC25,0.99971,0.091733,,0.999227,,,,,0.325245,0.167705,,0.001746,,,,0.969722,,0.978158,0.999997,0.089282
ANAPC1,0.99971,,,0.99114,,,,,0.192696,,,0.015477,,,,,,1.0,,0.033134
MRPS11,0.981295,,,0.667604,,,,,0.903204,,,1.0,,,,,,0.98721,,1.0
XPOT,0.99971,,,0.982957,,,,,0.831886,,,0.017129,,,,,,1.0,,0.025129
SRP19,0.981003,,,0.882785,,,,,0.371311,,,0.003393,,,,,,1.0,,0.014394
HYPK,0.975311,,,0.882785,,,,,0.400621,,,0.003078,,,,,,0.952114,,0.011575
POLR3C,0.975311,,,0.477202,0.987335,,0.030465,0.999995,1.0,,0.999965,0.000635,0.341922,0.999995,0.010118,,0.055199,0.911742,,0.006385
GPN1,0.785156,0.015113,,0.999227,,,,,0.938156,0.055236,,0.001405,,,,0.999997,,0.709992,0.999997,0.080528
CDIPT,0.999956,,,0.980903,,,,,0.100778,,,0.00321,,,,,,0.372035,,0.00374
BCAS2,0.994057,,,0.999227,0.999995,,0.359495,0.999995,0.999991,,0.984785,0.00321,0.912694,0.923482,0.161171,,0.611971,1.0,,0.015136
