id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
CDC5L,0.23574,,,0.87136,-0.72413,,-1.0512,-0.33854,1.0264,,0.21182,-1.9373,-2.1314,0.028751,-1.1704,,-0.98387,-2.3442,,-2.2494
MCM2,0.5728,,,-0.76494,-0.48341,,-1.0664,-0.78515,0.6013,,-0.051414,-1.6484,-1.3361,-0.29075,-0.78159,,-0.9792,-0.81116,,-1.9482
CENPK,1.0402,,,-1.629,,,,,0.17045,,,-3.1863,,,,,,0.41831,,-3.7269
MCM6,-0.47245,,,1.7272,,,,,3.784,,,-1.5559,,,,,,-0.23684,,-2.8253
MED20,,,,0.62191,,,,,0.84128,,,-2.5799,,,,,,0.19124,,-3.5774
CYFIP1,0.66276,,,-0.071792,,,,,0.79669,,,-1.4177,,,,,,0.68559,,-2.8513
SMU1,-0.79157,-2.8301,,1.0935,,,,,-1.1292,-3.0765,,-4.6082,,,,-0.18395,,0.63117,0.18007,-7.2403
ALG2,,,,2.6741,,,,,-0.47181,,,-3.3973,,,,,,-0.044948,,-4.3346
HMGCR,0.67151,,,1.6952,,,,,1.9825,,,-0.66912,,,,,,0.038194,,-1.5555
STIL,0.57419,,,-0.79739,,,,,1.1159,,,-1.0816,,,,,,-2.194,,-2.4631
BUB1B,0.89864,-1.9966,,1.3456,,,,,-0.035738,-1.8816,,-2.6345,,,,0.07121,,0.8858,0.39261,-3.4421
SPC24,1.6635,,,0.39877,0.27318,,-1.0261,0.54914,-0.20586,,0.42909,-1.2459,-1.2711,0.0054731,-1.0035,,-1.6767,-0.4501,,-2.307
SETD1A,-0.34792,,-0.77553,0.24017,,-0.72642,,,-0.022449,,,-2.0843,,,,,,-0.11626,,-2.5748
NUBP1,1.3597,,,2.145,,,,,1.8832,,,-2.5172,,,,,,0.79687,,-2.8394
CENATAC,-1.4803,,,-0.012948,,,,,0.9205,,,-2.7652,,,,,,-0.24222,,-2.9704
EIF3A,1.1239,-2.4367,,0.23537,,,,,0.94907,-2.2546,,-1.9386,,,,0.049171,,-0.24252,0.032874,-2.2527
CWC22,0.37089,-0.857,,-0.99178,,,,,1.2079,-0.46705,,-1.4287,,,,-0.046324,,-0.23192,0.42153,-2.5545
CDK4,0.26107,,,-0.4643,0.34265,,-0.38424,0.36972,0.93116,,0.11122,-2.7086,0.30046,0.18571,-0.59823,,0.32487,1.8555,,-3.038
SF1,1.0782,,,-1.5495,,,,,0.30816,,,-2.2583,,,,,,-0.06088,,-2.8011
PSMA1,-0.15446,,,0.50151,,,,,2.5837,,,-3.3025,,,,,,0.14303,,-4.2971
TELO2,1.8617,,,-0.70929,-0.60703,,-0.35801,-0.0035913,3.0465,,0.02871,-1.2281,-1.3202,-0.10867,-0.3443,,-1.0291,-0.75822,,-4.603
CCT7,-2.052,,,-4.0103,0.098014,,-0.88487,0.61433,0.070763,,0.2648,-3.8629,-1.3799,0.15244,-1.0219,,-1.6177,-0.7551,,-6.1107
PRC1,-0.29319,,,-1.0827,,,,,1.8027,,,-1.1525,,,,,,-0.22305,,-1.0652
EIF3M,-0.53301,,,-0.56665,,,,,1.1372,,,-2.5005,,,,,,-0.30512,,-3.095
NAT10,1.2374,,-0.13801,-0.3799,,-0.73347,,,2.4841,,,-2.4105,,,,,,0.17992,,-4.6205
RBBP5,0.24262,-1.5271,,1.0313,,,,,1.202,-1.3189,,-1.3205,,,,0.18692,,0.5544,0.19602,-3.7217
UTP20,-0.60991,,,-0.53019,,,,,2.2062,,,-3.4284,,,,,,-0.13604,,-1.6014
PSMG4,1.5082,,,0.9248,,,,,1.5552,,,-2.2713,,,,,,-0.45709,,-3.9497
NOM1,0.73791,,,0.32367,,,,,0.33415,,,-1.4693,,,,,,-0.67921,,-2.0953
CRNKL1,2.7533,-0.57354,,1.192,,,,,0.46051,-0.5312,,-1.4554,,,,0.041999,,-0.45088,0.34766,-2.7595
PDCD5,0.099555,,,0.15662,,,,,-0.55357,,,-0.83673,,,,,,1.3239,,-3.0132
MOB4,,,,0.30954,,,,,1.2911,,,-1.9646,,,,,,-2.0235,,-3.5125
ESPL1,-0.05791,,,-0.79155,,,,,0.44727,,,-3.0492,,,,,,1.0512,,-5.6727
ACTR3,2.6278,,,1.4657,,,,,-1.4995,,,-3.2329,,,,,,0.86384,,-3.718
RABGGTB,0.7604,-2.8515,,0.97267,0.43964,,-0.94738,-1.058,0.78808,-2.3667,0.17932,-3.8962,-0.75955,0.15246,-1.3082,-0.1492,-0.92891,0.70158,0.50259,-3.8401
KMT2A,-0.94832,,-0.037681,0.053946,,-0.030009,,,1.405,,,-1.0521,,,,,,0.72096,,-2.5674
TRAPPC11,-0.58244,-1.6706,,2.1345,,,,,1.6752,-1.3873,,-2.3336,,,,0.19383,,-1.0308,0.33121,-3.5262
PPP1R12A,-1.1561,,,0.60076,,,,,1.562,,,-1.7526,,,,,,-1.4343,,-4.0861
USP5,-0.40769,,,-1.3863,,,,,1.2962,,,-1.0243,,,,,,-0.37834,,-4.8439
NOP14,0.89954,,,-0.46029,,,,,1.064,,,-1.7522,,,,,,-0.97446,,-2.6202
UPF1,-0.38814,,,-0.14652,,,,,1.3972,,,-1.8607,,,,,,-0.36429,,-2.6802
RPS5,1.5912,,,1.9807,0.19901,,-1.4343,-0.14582,1.242,,0.49585,-3.2431,-2.0323,0.10707,-1.3413,,-2.8391,0.73998,,-5.5505
NSMCE3,0.47624,,,-2.9762,-1.0228,,-1.3856,-0.87981,1.8824,,-0.0040966,-0.94706,-1.6338,-0.21125,-1.0983,,-1.3114,0.080046,,-3.4216
TIMM29,-2.5654,,,1.7157,,,,,-0.28507,,,-1.2128,,,,,,-0.5143,,-2.1422
WDR73,-0.70308,,,-0.10628,,,,,4.1077,,,-1.1682,,,,,,-1.1558,,-4.9586
TIMELESS,-0.27616,,,-0.6727,-0.46494,,-0.24476,-0.69397,0.96881,,0.12176,-4.0751,-1.3066,0.22998,-0.61914,,-1.8823,-0.039529,,-6.586
UTP3,-1.9545,,,1.1495,,,,,0.28166,,,-1.9099,,,,,,-0.35621,,-2.1553
PSMG2,-4.0837,,,0.87585,,,,,1.8524,,,-1.008,,,,,,-0.3449,,-5.1483
TUBD1,2.4547,,,0.41462,,,,,0.70236,,,-0.4371,,,,,,-0.78755,,-0.89748
CIAO2B,0.50606,-2.8395,,-0.27935,0.3339,,-1.436,-0.50719,1.9303,-2.6888,0.083967,-1.9189,-1.3949,-0.11532,-1.2535,-0.18826,-1.4754,-0.43457,-0.065775,-3.7228
NCAPG2,1.8172,,,-0.54638,,,,,1.953,,,-2.2027,,,,,,-0.74166,,-3.0048
CHMP7,-0.6753,-1.4363,,0.64148,,,,,0.66496,-1.5471,,-1.2318,,,,0.011726,,0.65191,0.28875,-1.9976
C3orf38,-0.59571,,,1.119,,,,,2.0718,,,-0.42723,,,,,,1.1106,,-1.9911
ELP1,0.72722,,,0.40426,,,,,1.4662,,,-1.6739,,,,,,-1.1993,,-3.8451
COPG1,0.27906,,,-1.4784,,,,,1.0443,,,-1.8073,,,,,,-1.1338,,-3.6238
POLR1C,-2.4111,,,0.89043,-0.45426,,-1.111,-0.79493,0.9547,,-0.043272,-2.1096,-1.6974,-0.11906,-1.1162,,-1.7287,-0.63926,,-2.7535
ZNHIT3,1.8457,,,1.0165,,,,,0.55869,,,-2.1499,,,,,,-0.1408,,-2.6587
EEF1G,-0.015071,,,-0.20162,,,,,1.54,,,-2.0403,,,,,,-0.57698,,-1.9544
SKA2,0.64505,-2.1815,,0.13007,,,,,3.4929,-2.3876,,-0.53632,,,,0.12101,,-0.3189,0.4157,-2.822
NDC80,0.25556,,,0.19731,,,,,0.99026,,,-2.1656,,,,,,-0.23047,,-2.9397
PSMC5,-0.91087,,,-0.33914,,,,,1.164,,,-3.41,,,,,,2.2072,,-7.2073
GTPBP4,2.5646,,,0.5388,,,,,1.4141,,,-2.022,,,,,,-1.0069,,-3.3371
PCID2,2.8425,,,1.069,,,,,0.26198,,,-1.2625,,,,,,0.56348,,-4.0985
PRPF38B,1.0655,,,-0.34525,,,,,-0.4922,,,-2.5529,,,,,,-0.65959,,-4.3918
PDCD7,-0.26823,-0.85096,,0.40668,,,,,0.80693,-0.97605,,-1.8267,,,,0.22076,,-0.65446,0.056886,-3.2858
YAE1,-0.34907,,,-0.61291,,,,,1.3221,,,-2.084,,,,,,-0.61064,,-2.6468
CPSF6,0.65914,,,-0.22584,,,,,0.33784,,,-1.224,,,,,,0.34311,,-2.8395
COPS5,-0.47474,-2.2212,,-0.31123,,,,,1.178,-2.4728,,-2.3547,,,,-0.18576,,-2.2354,-0.058608,-2.1054
WDHD1,-0.13711,-3.5682,,1.6161,,,,,1.3922,-3.3282,,-2.0222,,,,-0.18835,,-0.61795,0.078892,-2.6009
METTL1,-0.76982,,,0.55629,,,,,0.4545,,,-0.79499,,,,,,-1.4669,,-3.7107
DYNC1H1,-0.95232,,,-0.34448,,,,,0.85227,,,-2.3369,,,,,,-0.15243,,-3.1437
YEATS4,-0.85343,,,-0.18128,,,,,1.1227,,,-1.2716,,,,,,0.14467,,-2.1809
CENPN,0.03205,,,0.44889,,,,,0.36141,,,-2.334,,,,,,-0.37106,,-1.6994
MTG2,1.1936,-0.81156,,1.6122,,,,,0.8513,-0.7846,,-0.20146,,,,0.079968,,-0.15193,0.062673,-0.88031
RPP25L,-0.012495,,,0.89418,,,,,-0.0021825,,,-1.6576,,,,,,-0.76909,,-3.3831
RPTOR,1.9561,,,-0.44385,,,,,0.84488,,,-1.3699,,,,,,0.17096,,-3.1955
TICRR,-1.9755,,,0.25718,,,,,0.025021,,,-3.0262,,,,,,-0.48389,,-2.1931
POLE2,0.11363,-2.9204,,0.3488,-0.32495,,-1.1244,-0.11998,0.39773,-2.3306,0.022267,-2.8764,-2.1879,0.033679,-1.3417,-0.1876,-2.1073,-1.3985,-0.016442,-1.8902
EIF2S3,0.86429,-4.1559,,0.18885,,,,,2.0221,-3.5703,,-2.8797,,,,0.49653,,-0.19076,0.31459,-3.7793
ORC6,-0.65455,,,0.4892,,,,,1.6453,,,-2.0136,,,,,,-1.2386,,-2.3798
NOL7,-0.87081,,,1.3924,,,,,0.79272,,,-2.3792,,,,,,0.21155,,-3.6891
HCFC1,-1.3113,,,-0.39942,,,,,0.8432,,,-2.1396,,,,,,0.30139,,-2.0828
HNRNPL,0.46267,-1.9091,,-0.62425,,,,,0.035903,-1.6719,,-1.699,,,,-0.18321,,-0.55273,0.14356,-1.4197
RPL28,2.9422,,,0.62374,,,,,1.4804,,,-0.46466,,,,,,-0.85609,,-1.9373
GNB1L,-0.64109,,,-0.48557,,,,,2.2048,,,-1.2528,,,,,,0.63488,,-2.7158
CLCC1,-1.5677,,,0.088745,,,,,-0.78626,,,-0.66314,,,,,,0.71422,,-1.2807
INTS9,-0.12454,,,0.92499,,,,,1.9887,,,-4.4035,,,,,,0.2486,,-3.8396
BIRC5,-0.1225,-2.5896,,0.29311,,,,,2.042,-3.1308,,-1.7118,,,,-0.02306,,1.2722,0.012513,-4.6109
VPS35,-0.74187,,,0.57507,,,,,0.88023,,,-0.75442,,,,,,-0.42305,,-1.687
ISCU,-0.56276,,,-0.094697,,,,,-0.093731,,,-1.8617,,,,,,,,-7.7872
FDX2,-0.35693,,,0.28805,,,,,1.1156,,,-1.7438,,,,,,-0.89679,,-3.824
METAP1,1.2193,-1.8097,,0.27444,,,,,1.9943,-1.4564,,-0.65103,,,,0.026741,,0.25802,0.35563,-5.8172
RPL18A,-0.09447,,,-0.074132,,,,,0.70559,,,-3.8483,,,,,,-1.112,,-3.5523
BUD23,0.49634,-1.943,,1.611,,,,,2.2587,-1.3847,,-2.6376,,,,0.1168,,-2.5378,0.12084,-3.7132
EFL1,-0.9267,-0.72367,,0.74918,,,,,1.6151,-0.5816,,-1.9445,,,,-0.026611,,1.5654,0.17694,-2.9238
IMP3,-0.80186,,,1.1385,-0.43759,,-1.0427,0.068538,1.8499,,0.30181,-3.8693,-2.6588,0.06871,-1.6328,,-1.6132,-1.1858,,-5.9567
CENPM,0.21454,,,0.12922,,,,,-0.39784,,,-1.937,,,,,,0.39165,,-3.9767
RPL12,,-3.377,,0.022027,,,,,1.0714,-3.1462,,-4.4473,,,,0.0028996,,,-0.16353,-5.6105
HSPA5,,,,-0.771,,,,,0.013549,,,-4.5166,,,,,,-1.1472,,-3.6144
XPO1,,,,-0.97103,,,,,2.067,,,-3.4589,,,,,,-1.196,,-3.83
EXOSC7,-0.33579,-1.3243,,3.3978,,,,,1.909,-1.2622,,-2.827,,,,0.024266,,1.9952,-0.069476,-3.8725
TIMM50,0.24818,,,0.90274,,,,,0.46113,,,-1.4597,,,,,,-0.12578,,-1.8564
FAU,0.032095,,,-0.52416,,,,,-0.2819,,,-3.2374,,,,,,-1.4247,,-4.6481
DPAGT1,-0.079716,,,1.7413,-0.45298,,-1.0623,-0.2583,1.9145,,0.10578,-3.2194,-1.2977,0.060409,-1.5895,,-1.7994,0.20532,,-2.2543
ATP6V1A,2.5671,,,0.48027,-0.15411,,-0.6442,0.036852,1.1031,,-0.30799,-1.7772,-1.028,-0.11087,-1.1937,,-1.3379,-3.4717,,-4.5492
PHB2,2.4521,,,-0.08554,0.095976,,-1.1908,0.066256,2.2869,,0.35683,-2.6979,-1.9648,0.090228,-1.3311,,-2.6334,-0.84306,,-6.5198
SS18L2,-0.3766,,,1.4521,,,,,1.155,,,-3.61,,,,,,-0.57686,,-3.2297
TIMM10,3.2326,,,-0.027614,,,,,0.43994,,,-3.0374,,,,,,0.14442,,-4.9927
SNAPC3,-1.6118,,,0.13703,,,,,0.71956,,,-2.8706,,,,,,0.74065,,-3.3186
RPN2,-2.2121,-1.8635,,-0.043725,,,,,0.51456,-1.5895,,-1.3682,,,,-0.014588,,0.21134,0.092429,-3.6138
SF3B3,0.76341,-2.9022,,-1.5162,0.036803,,-1.2319,0.29999,0.55717,-3.0992,0.7329,-3.6559,-2.1724,-0.27714,-1.3351,-0.065344,-2.1659,1.4861,0.062767,-6.3406
TLN1,0.32446,,,0.33897,,,,,0.17045,,,-2.1754,,,,,,-0.14839,,-3.4937
ELOF1,1.0281,,,-0.9807,,,,,4.7066,,,0.058327,,,,,,1.2012,,-1.2901
HAUS5,-0.98344,,,-0.81012,,,,,1.2079,,,-0.26366,,,,,,1.2607,,-3.0123
TBCD,0.55006,,,-0.54974,,,,,0.75172,,,-1.715,,,,,,0.45905,,-2.388
TSEN15,-0.16125,,,0.66847,,,,,0.37846,,,-0.2999,,,,,,0.1126,,-3.1586
PAFAH1B1,0.52906,,,-1.4117,,,,,1.3311,,,-2.4114,,,,,,-0.52439,,-3.6888
CEBPZ,0.78243,,,0.47992,,,,,0.32487,,,-2.4057,,,,,,-0.81135,,-2.7606
ELP3,-0.3215,,0.86269,-0.49275,,0.87558,,,2.7208,,,-2.167,,,,,,0.97781,,-6.965
YARS1,1.6187,-3.3869,,0.92342,,,,,-0.74441,-3.4824,,-4.0445,,,,-0.19422,,-2.2002,0.11159,-5.7981
PPIL2,0.97792,,,-0.54913,,,,,1.8408,,,-1.661,,,,,,-1.462,,-2.6525
RPA3,3.3181,,-3.124,1.9321,-0.23612,-5.803,-0.39381,-0.69229,-0.90106,,-0.01799,-3.6624,-0.57283,0.046342,-0.58259,,-1.0593,-0.91419,,-4.8098
INTS3,0.38905,-1.8261,,1.3757,0.11141,,-1.5275,-0.72863,1.0604,-1.8663,0.44382,-2.2975,-0.71919,-0.2783,-1.1778,-0.032514,-1.8489,0.20529,-0.27242,-3.738
CCND1,0.60007,,,1.0115,,,,,0.94677,,,-4.1505,,,,,,2.8389,,-4.1787
EMC1,0.35632,,,0.10293,,,,,1.5239,,,-0.31723,,,,,,-0.053825,,-1.9454
WDR3,-0.66386,,,-1.0726,0.68252,,-0.3803,0.29309,1.1076,,0.2065,-1.8995,0.0094708,-0.11637,-0.56336,,-0.91503,-1.4789,,-3.5189
KPNB1,,-4.6762,,1.1402,,,,,-1.2066,-6.2849,,-3.1131,,,,-0.33627,,0.36941,-0.50328,-4.5884
CCNA2,0.50746,-2.6315,,-0.11244,,,,,0.89216,-2.646,,-2.6788,,,,-0.18574,,-1.3793,-0.2057,-4.9914
GINS3,-1.4035,,,0.27278,,,,,-0.40378,,,-2.0715,,,,,,-0.62332,,-2.968
GLE1,1.6787,,,0.2896,,,,,-0.28313,,,-1.4015,,,,,,0.090606,,-2.3273
COPB2,1.5134,-3.5903,,-0.51947,,,,,1.1061,-2.5868,,-3.4306,,,,0.0081475,,-0.36255,0.31281,-4.6272
POLR2C,0.029545,,,0.63725,,,,,1.9023,,,-4.7076,,,,,,-2.5675,,-4.3049
LPAR1,-0.041964,,,-0.33662,,,,,0.054381,,,-0.94218,,,,,,0.0011477,,-2.8666
POP5,1.2954,,,2.2398,,,,,1.2778,,,-3.4864,,,,,,-1.1919,,-3.1993
CSNK2B,-0.63623,,,0.33708,,,,,1.56,,,-2.4969,,,,,,0.65435,,-2.7371
TBCC,-2.1663,,,-1.7858,,,,,0.40105,,,-1.9857,,,,,,0.0024717,,-7.643
WDR18,0.71764,-2.2456,,-0.67368,,,,,1.7681,-2.7749,,-2.0538,,,,0.038405,,-2.5392,0.088285,-4.8539
BUB3,,-3.7048,,2.1748,,,,,-1.7394,-3.2176,,-3.4961,,,,-0.035455,,-0.031152,0.17325,-3.2322
PSMA2,-2.3082,,,1.8946,,,,,1.4132,,,-3.7541,,,,,,0.46439,,-3.7316
RPS13,1.1147,-3.2548,,0.56255,,,,,1.9969,-2.791,,-3.4219,,,,-0.069814,,-2.6955,-0.048782,-6.9329
KIF11,,-2.9571,,1.348,-0.059729,,-1.0166,0.033474,0.3146,-2.9773,0.75852,-3.857,-1.4558,-0.14966,-1.1738,-0.040654,-1.2797,0.92754,0.13527,-3.8676
TRMT112,0.64174,,,0.46251,,,,,-0.18502,,,-2.8894,,,,,,-0.53705,,-4.7212
CPSF2,1.8514,,,0.56126,,,,,1.4395,,,-2.1168,,,,,,-0.11242,,-2.5873
SLC35A2,-0.37698,,,-1.0338,,,,,0.80473,,,-0.34719,,,,,,0.19658,,-1.2407
RANBP1,1.3934,,,1.8319,,,,,0.63921,,,-0.6959,,,,,,0.42988,,-2.0991
PDCD11,-1.5238,,,-0.36112,,,,,1.1711,,,-2.1549,,,,,,0.16354,,-2.1503
ABCE1,0.06142,,,1.5033,,,,,0.97623,,,-3.9889,,,,,,-0.097929,,-4.3921
RCL1,-0.40444,,,-0.32604,,,,,0.83584,,,-3.6493,,,,,,-0.67139,,-5.7799
POLE,0.89206,,,-0.28466,-0.074546,,-1.0846,0.43672,2.1275,,0.28545,-2.8433,-1.2678,0.080403,-0.95505,,-1.7826,-0.016522,,-3.8735
IPO13,1.0409,,,0.77502,,,,,-0.51401,,,-2.6819,,,,,,0.27491,,-2.7448
RPS19BP1,-0.025843,,,0.43811,,,,,0.2795,,,-2.186,,,,,,-1.4624,,-1.941
PI4KA,-0.1088,,,1.4775,,,,,0.29216,,,-1.2137,,,,,,0.34458,,-2.4697
WWTR1,1.0603,,,-0.51981,,,,,-0.73628,,,-1.5834,,,,,,0.30879,,-3.1175
SLMAP,-1.2711,,,0.061971,,,,,0.68028,,,-0.9932,,,,,,0.31724,,-2.8236
CHMP4B,0.076083,,,-0.1291,,,,,1.2035,,,-1.1656,,,,,,0.10533,,-3.3654
PRKAR1A,1.8837,,,0.055829,,,,,-0.13418,,,-1.4545,,,,,,-0.60354,,-1.2304
MRPL35,-0.33548,-0.0022839,,0.6176,,,,,0.92534,-0.27919,,-0.30364,,,,0.099202,,-0.85211,-0.0031806,-0.81568
RIOK2,0.13413,,,1.577,,,,,0.93528,,,-2.8011,,,,,,-0.73065,,-4.417
ACTR1A,,-2.3259,,0.26678,,,,,2.0885,-2.3468,,-0.14464,,,,-0.12021,,0.030245,-0.19184,-1.7781
POLR2G,-1.2806,,,-2.0183,,,,,-0.36999,,,-3.2209,,,,,,-0.39712,,-3.1872
POLD1,0.51203,,,0.96139,-0.098878,,-0.60875,0.58497,0.32573,,0.2747,0.31094,-0.02434,0.10449,-0.52307,,-0.34845,-0.31674,,-2.2608
GUK1,0.71336,,,0.77482,,,,,2.363,,,-0.33201,,,,,,-0.92803,,-5.2763
EXOSC4,-0.024311,-2.2636,,-0.050913,,,,,0.80527,-2.3728,,-3.1509,,,,0.18696,,-0.10767,0.08138,-4.4205
SLU7,-0.84356,-1.5477,,-0.85717,,,,,-0.18882,-1.5589,,-2.428,,,,-0.22709,,-0.59341,-0.17885,-2.1014
LSM3,-0.16168,,,0.79091,,,,,1.2724,,,-2.519,,,,,,-0.2395,,-4.3636
SEC13,2.0134,,,-1.3811,,,,,0.084319,,,-1.2576,,,,,,0.52375,,-4.2266
CPSF1,0.83455,,,1.0855,,,,,1.1253,,,-2.6473,,,,,,-0.1888,,-3.3027
WDR70,0.22282,,,-1.645,,,,,-0.63733,,,-1.7862,,,,,,-0.090591,,-1.779
NCAPG,1.9209,-2.2118,,-0.90797,,,,,0.76156,-2.1325,,-1.9798,,,,-0.11911,,-0.37124,-0.17958,-2.1378
THG1L,0.59623,-0.79706,,0.20945,,,,,2.8107,-0.89518,,-1.5201,,,,0.097236,,-0.1014,-0.013907,-3.5091
DYNLRB1,-1.9338,-0.85388,,1.6053,,,,,1.9929,-0.64494,,-2.5183,,,,0.17257,,-0.22635,0.22589,-6.0809
MATR3,-1.4883,-1.7736,,-0.59304,,,,,1.2913,-1.8147,,-0.37576,,,,-0.002198,,-0.041303,0.17703,-1.3422
ANAPC2,-0.95613,,,1.2612,,,,,2.9114,,,-3.1352,,,,,,-1.1936,,-2.9218
RACK1,-1.1764,,,0.64656,,,,,2.926,,,-1.6785,,,,,,0.90068,,-4.0831
ACTR10,-0.092659,,,-0.037447,,,,,0.67398,,,-2.6955,,,,,,-1.73,,-2.9743
RRP9,-0.38073,,,0.74417,,,,,0.64599,,,-1.6505,,,,,,-0.36339,,-1.0232
DNAJC9,-0.057836,-4.2819,,-4.6377,,,,,0.68142,-4.433,,-2.6082,,,,0.00036858,,-3.0415,0.034129,-3.8601
DDX42,,,,0.24393,,,,,1.4683,,,-0.39476,,,,,,-0.51854,,-2.0122
PAK1IP1,0.56105,-1.6781,,0.48387,,,,,2.9087,-1.7429,,-2.2509,,,,0.073641,,-1.1676,0.22368,-5.3574
SSU72,-0.14305,,,0.46333,,,,,0.36668,,,-3.5859,,,,,,0.34428,,-4.8319
SYS1,0.61853,-2.4728,,1.0097,,,,,-1.9206,-2.5514,,-3.0211,,,,-0.11002,,-0.58879,-0.023636,-2.4717
TRIM43,-0.30368,,,0.078369,,,,,0.12557,,,-0.64286,,,,,,-0.25551,,-1.138
YKT6,0.0030031,,,0.95008,,,,,0.78047,,,-2.4965,,,,,,-1.0287,,-2.8822
SOD1,,-4.7669,,2.7358,,,,,1.5216,-4.5498,,-2.0008,,,,-0.12775,,,-0.1142,-6.4617
THOC7,0.22295,,,-0.11962,,,,,1.3809,,,-1.9778,,,,,,0.50193,,-2.7572
HAUS4,-0.10928,,,0.068006,,,,,2.1734,,,-0.47235,,,,,,0.12931,,-2.7857
ALG6,-2.9061,,,0.49853,,,,,-0.01055,,,-0.60904,,,,,,0.090068,,-2.1001
EXOSC6,-1.6493,,,-2.4093,,,,,1.3011,,,-1.3062,,,,,,-0.15503,,-5.9306
CSE1L,-2.5996,-2.4347,,-1.7249,,,,,0.3588,-1.9749,,-1.8204,,,,-0.27363,,-0.47491,0.038052,-3.5634
TIMM23,0.99085,,,0.037291,,,,,1.2924,,,-2.0997,,,,,,-0.41841,,-2.6673
GGPS1,-0.85617,,,0.20799,,,,,1.878,,,-2.3896,,,,,,,,-6.9533
NR2C2AP,2.076,,,0.0062354,,,,,0.24974,,,-1.6177,,,,,,-1.0678,,-3.2699
EIF3B,2.9774,,,1.0922,,,,,0.92825,,,-2.9477,,,,,,-0.40612,,-3.8449
SMC3,0.78177,,,1.0887,,,,,1.242,,,-2.5094,,,,,,-2.278,,-2.5941
RAN,-0.055466,-4.1079,,-5.5927,,,,,-1.1281,-5.0147,,-5.9307,,,,0.28998,,,0.26334,-5.1105
CTR9,-0.57168,,,1.1993,,,,,-0.78903,,,-2.6239,,,,,,-0.039427,,-2.4601
PTPN1,0.819,,,-0.21252,,,,,-0.042276,,,-0.46461,,,,,,0.52957,,-1.734
CRKL,-0.076709,,,0.062726,,,,,-0.37992,,,-0.95583,,,,,,0.56708,,-2.5262
TSG101,-0.30213,,,0.13323,,,,,-0.0099662,,,-1.17,,,,,,-0.085105,,-1.4731
SGF29,-0.40969,,,-0.73751,,,,,0.74136,,,-0.61054,,,,,,0.037129,,-0.98658
IPO7,-0.84832,,,-0.22368,,,,,0.98974,,,-1.9782,,,,,,0.35832,,-3.1636
RTF1,0.56136,,,1.6095,,,,,-0.18969,,,-1.1437,,,,,,-0.7542,,-2.4376
DOCK7,-0.33048,,,0.017041,,,,,0.50108,,,-0.3228,,,,,,1.0229,,-2.512
NHLRC2,0.67665,,,0.51018,,,,,1.1112,,,-0.65722,,,,,,0.071803,,-3.8952
GGNBP2,-0.28154,,,0.47274,,,,,0.057143,,,-0.80559,,,,,,1.1807,,-2.0573
PPA1,0.4796,,,-0.86494,,,,,1.1836,,,-1.1004,,,,,,-0.24423,,-4.7912
YJU2B,0.71156,,,0.55907,,,,,-0.12292,,,-0.040977,,,,,,-0.86065,,-1.3578
NOL9,0.35338,-2.6705,,1.6411,,,,,0.17058,-2.8015,,-2.4247,,,,0.047772,,0.27606,0.081304,-5.5725
SPCS2,-1.5274,,,-0.33353,,,,,0.020854,,,-1.49,,,,,,-0.1084,,-1.4688
RPS23,-0.41662,,,1.4251,,,,,0.12613,,,-2.992,,,,,,-0.060792,,-2.5483
FOXM1,-0.45459,-0.60976,,-0.60538,,,,,2.1012,-0.56758,,-0.81819,,,,-0.10287,,-2.1784,-0.18456,-0.50968
PMPCA,-0.60161,,,-0.97568,,,,,1.3927,,,-3.1245,,,,,,0.036373,,-2.3773
WDR43,0.18255,,,1.3527,0.34079,,-1.2594,-0.30529,1.0009,,-0.12096,-3.3729,-1.364,-0.082561,-1.1726,,-2.296,-0.41813,,-3.812
DNM1L,0.20861,-1.2574,,1.1483,,,,,-0.40648,-0.67347,,-0.32301,,,,-0.081077,,-0.26932,0.21153,0.27818
DOHH,-0.36581,,,1.0472,,,,,1.4569,,,-1.2127,,,,,,-1.151,,-2.4764
